username,language
User:Gjensen,"['sv-2', 'de-2', 'nn-1', 'da-5', 'en-4']"
User:Woman on a mission,"['sv-3', 'en-4', 'fr-2']"
User:Sandstein,"['en-5', 'fr-3', 'de-5']"
User:Dr.robin,"['fr-2', 'af-1', 'pt-2', 'nl-5', 'en-3', 'no-1', 'sv-1', 'de-2', 'it-1', 'es-2']"
User:Ctxppc,"['de-1', 'nl-5', 'it-1', 'el-2', 'fr-3', 'en-4']"
User:Aude,"['en-5', 'de-1', 'ar-1', 'es-2']"
User:Omotecho,"['ja-5', 'en-2']"
User:Philg88,"['en-5', 'de-1', 'fr-1', 'zh-5', 'es-2']"
User:XanonymusX,"['en-3', 'de-5', 'nl-2', 'la-2', 'it-4']"
User:Flixtey,['en-5']
User:Eastmain,"['zh-0', 'fr-3']"
User:Ballad2,"['it-5', 'en-3']"
User:Dans,"['it-5', 'en-3', 'mt-1', 'sv-1', 'fr-3', 'sh-2']"
User:Mx. Granger,"['en-5', 'la-1', 'eo-2', 'ca-1', 'zh-3', 'es-3']"
User:Vchorozopoulos,"['el-5', 'en-4']"
User:Certes,"['de-1', 'fr-1', 'en-5']"
User:Yeeno,['zh-2']
User:Gazal world,"['gu-5', 'sa-2', 'ur-1', 'ar-1', 'hi-4', 'bn-1', 'en-3']"
User:Vladimirrizov20,"['en-2', 'el-0', 'ru-1', 'bg-5']"
User:KoveytBud,"['fa-2', 'ar-5', 'fr-2']"
User:Some Gadget Geek,"['en-5', 'ar-0', 'es-1', 'ja-2', 'pt-1', 'simple-5', 'nl-2', 'ko-0', 'fr-3', 'zh-4']"
User:Quantanew,"['en-4', 'es-5']"
User:Sebeat,['es-5']
User:Bristol Irish,"['en-5', 'ga-2', 'de-2', 'it-4', 'fr-3', 'es-2']"
User:TranquilHope,"['en-5', 'ja-4']"
User:Sbwoodside,"['en-5', 'fr-3', 'es-1']"
User:Econt,"['pt-5', 'en-2', 'es-2']"
User:JohnThorne,"['id-3', 'en-3']"
User:Aliwal2012,"['nl-2', 'af-5', 'en-3']"
User:DraconicDark,"['en-5', 'de-5', 'fr-2', 'zh-1']"
User:KrzysztofPoplawski,"['de-1', 'ru-2', 'pl-5', 'zh-1', 'it-1', 'en-4', 'es-2']"
User:Numberguy6,"['is-3', 'fo-1', 'haw-1', 'es-2']"
User:Eccekevin,['en-5']
User:Back ache,['en-5']
User:MuDavid,"['eo-1', 'ca-1', 'vi-3', 'nl-5', 'fr-5', 'en-5', 'es-3', 'pt-3']"
User:Si Gam,"['en-2', 'ace-5', 'id-5']"
User:損齋,"['zh-5', 'ru-0', 'en-4', 'ja-2']"
User:MrAronymous,"['de-1', 'nl-5', 'en-4', 'fr-2']"
User:Morigan,"['en-4', 'de-2', 'fr-5']"
User:Roman Puzin,"['ru-5', 'de-1', 'en-3']"
User:Isacdaavid,"['fr-2', 'es-5', 'en-3']"
User:Ita140188,"['it-5', 'en-4', 'ja-2']"
User:FranklyMyDear...,"['la-1', 'nl-5', 'fr-2', 'en-3']"
User:SubjectIsDead,"['nl-5', 'en-4', 'de-2']"
User:WolreChris,"['fr-1', 'de-5', 'en-4', 'nl-2']"
User:Schumeru,"['en-2', 'la-1', 'de-5', 'ar-1']"
User:Ocelotarian,"['de-5', 'sv-1', 'es-1', 'en-5']"
User:Peter u18,"['ga-1', 'ja-2', 'pl-5', 'en-5', 'es-3']"
User:Claude Warrior,"['ms-5', 'en-4']"
User:Poeticbent,"['en-5', 'pl-5']"
User:Pokedora,"['en-5', 'ja-4', 'hi-4', 'hi-5', 'mr-5', 'mr-1', 'sa-2']"
User:ArniDagur,"['is-5', 'da-0', 'sv-2', 'en-5']"
User:Roher2hn,"['en-5', 'es-0', 'fr-1', 'sv-0', 'ru-1', 'et-4', 'pl-0', 'de-0']"
User:Brayan Jaimes,"['it-1', 'fr-1', 'es-5', 'en-3']"
User:Julianortega,"['fr-1', 'ca-1', 'pt-2', 'it-2', 'en-3', 'es-5', 'ja-1']"
User:Xyzzyva,"['la-1', 'fr-2', 'es-1', 'pt-1', 'en-5']"
User:Tsaag Valren,"['es-1', 'fr-5', 'en-3', 'fr-5', 'it-1']"
User:Danielt998,"['en-5', 'fr-2', 'es-1', 'cy-4', 'zh-3', 'de-2', 'no-2']"
User:Clarkcj12,"['fr-1', 'it-1', 'es-2', 'en-5']"
User:Apecat,"['de-1', 'sv-5', 'fi-3', 'en-3']"
User:Behnam,"['de-1', 'tg-1', 'ar-1', 'en-3', 'fa-5', 'it-1', 'es-2']"
User:Buckshot06,"['en-5', 'fr-1']"
User:Sillyfolkboy,"['en-5', 'es-3']"
User:Asabiyya,"['nn-5', 'en-4']"
User:Veillg1,"['fr-4', 'es-1', 'en-3']"
User:Danielbritain,"['es-4', 'ca-1', 'en-5']"
User:Suaudeau,"['de-0', 'fr-5', 'es-1', 'en-3']"
User:Sir Beluga,['en-5']
User:Chrisvomberg,"['en-2', 'de-5']"
User:Willuconquer,"['en-5', 'it-5', 'de-3', 'fr-5', 'km-3', 'la-2', 'es-3']"
User:Joe.deglman,"['en-5', 'eo-1', 'de-2']"
User:PoetVeches,"['en-2', 'ru-5']"
User:Soumendrak,"['hi-1', 'or-5', 'en-3']"
User:Ugion,"['sv-5', 'en-4']"
User:Lucuhle,"['de-5', 'af-1', 'en-3']"
User:Liftarn,"['sv-5', 'es-1', 'en-3']"
User:Voltmetro,"['en-2', 'ru-5']"
User:KamillaŚ,"['es-1', 'it-1', 'ru-1', 'pl-5', 'de-2', 'ja-1', 'fr-3', 'en-4']"
User:NoonIcarus,"['es-5', 'en-3']"
User:H2NCH2COOH,"['zh-yue', 'ja-2', 'en-3', 'zh-5', 'hak-3']"
User:Darouet,"['en-5', 'de-1', 'fr-3', 'it-2']"
User:Fabiolx26,"['it-5', 'en-3']"
User:EntincingWithy,"['de-1', 'it-5', 'fr-1', 'en-4', 'es-2']"
User:Life'n'death,"['de-1', 'it-5', 'fr-1', 'en-3']"
User:Sylas,"['ca-5', 'fr-1', 'es-5', 'en-3']"
User:Neomicro,"['de-5', 'en-4']"
User:JDamanWP,"['fr-1', 'es-1', 'de-3', 'sv-1', 'en-5']"
User:LiamTorres1017,"['zh-1', 'es-5', 'fr-3', 'pt-4', 'en-4']"
User:Alternativity,"['en-5', 'ilo-2', 'ceb-1']"
User:Firezzasd,"['zh-5', 'es-0', 'ja-2', 'ko-0', 'fr-0', 'en-4']"
User:Filipinayzd,"['bcl-5', 'ceb-1', 'en-3', 'tl-3']"
User:Orestek,"['en-5', 'pl-4', 'ru-1', 'uk-2']"
User:Cloudz679,"['en-5', 'cs-2', 'fr-2']"
User:Julo,"['en-2', 'de-1', 'ru-1', 'pl-5']"
User:KlaudiuMihaila,"['la-1', 'fr-1', 'ro-5', 'en-3', 'de-2', 'ja-1', 'es-2']"
User:Rachel Helps (BYU),"['eo-2', 'es-1', 'ru-1', 'en-5', 'ja-1']"
User:Megaman en m,"['nl-5', 'pt-2', 'ja-2', 'ru-1', 'zh-2', 'ro-3', 'de-2', 'en-5', 'fr-3', 'es-2']"
User:1618033golden,"['eo-1', 'pt-5', 'es-1', 'en-5', 'fr-3']"
"User:Meow, said the cat","['nl-5', 'pl-1', 'de-2', 'en-3']"
User:Daniel Case,"['bg-1', 'de-1', 'ru-3', 'es-1', 'ar-1', 'fr-3']"
User:DarTar,"['de-1', 'it-5', 'nl-1', 'la-2', 'en-5', 'fr-5']"
User:De nue pw,['en-2']
User:Trefelio,"['cy-5', 'en-4']"
User:YuriNikolai,"['en-5', 'es-1', 'pt-5']"
User:Kefr4000,"['de-1', 'sv-2', 'en-3', 'no-2', 'da-5']"
User:Finnusertop,"['fi-5', 'fr-2', 'sv-2', 'ko-1', 'en-4']"
User:Brinacor,"['en-5', 'nl-3', 'ja-2', 'ko-1', 'ru-4', 'de-5']"
User:RafChem,"['it-1', 'fr-2', 'en-5']"
User:Jesuiseduardo,"['en-5', 'es-5']"
User:Rchard2scout,"['de-1', 'la-1', 'nl-5', 'en-4']"
User:Jacobí,"['en-2', 'oc-1', 'fr-2', 'es-5', 'ca-5']"
User:Rooiratel,"['en-5', 'af-5']"
User:Gootube2000,"['en-5', 'eo-3', 'la-1', 'es-1']"
User:Bries,"['nl-5', 'it-2', 'de-2', 'en-3']"
User:Starwarsfan1512,"['nl-5', 'fr-4', 'en-3']"
User:Una giornata uggiosa '94,"['en-2', 'it-5', 'es-1', 'de-0', 'fr-0']"
User:BHJ15,"['de-1', 'zea-2', 'fr-2', 'nl-5', 'es-3', 'en-4']"
User:BiXod,"['de-1', 'es-5', 'en-3']"
User:TruthToBeSpoken,"['de-1', 'nl-5', 'en-4', 'es-1']"
User:Kimdime,"['he-1', 'it-2', 'fr-5', 'en-3', 'tr-1', 'ca-2', 'es-3']"
User:Jarno12,"['de-1', 'nl-5', 'en-4', 'fr-2']"
User:AdamLibh,"['en-5', 'fr-3', 'ga-3']"
User:Aoke1989,"['ja-1', 'zh-5', 'en-1']"
User:Grottem,"['de-1', 'nl-5', 'fr-1', 'en-3']"
User:বাক্যবাগীশ,"['bn-5', 'en-3']"
User:Kingsif,"['en-5', 'ca-2', 'es-4']"
User:Tolea93,"['en-2', 'ru-3', 'ro-5']"
User:ReconditeRodent,"['en-5', 'fr-3', 'es-2', 'ja-2']"
User:MB-one,"['de-5', 'fr-1', 'en-3']"
User:Gcascas,"['en-2', 'es-5']"
User:Sciking,"['en-2', 'it-5', 'lmo-5', 'ca-1']"
User:Amitie 10g,"['es-5', 'en-3']"
User:Melchior2006,"['en-5', 'de-5', 'fr-1', 'la-2']"
User:OnBeyondZebrax,"['en-5', 'fr-1']"
User:Drejdub,"['de-5', 'bar-5', 'it-2']"
User:Tukulti65,"['it-5', 'en-3']"
User:Thf1977,"['da-4', 'sv-2', 'ang-1', 'no-2', 'ie-1', 'nl-1', 'de-2', 'fr-1', 'nn-2', 'en-3']"
User:Kipala,"['it-1', 'nds-1', 'de-5', 'la-1', 'nl-1', 'fr-1', 'sw-3', 'en-3']"
User:Vilnius,"['fr-1', 'it-5', 'en-4']"
User:Rhyswynne,"['cy-5', 'en-5']"
User:Candido,"['es-1', 'pt-5', 'fr-2', 'en-3']"
User:Mikeo1938,"['it-2', 'fr-3', 'en-5', 'de-3']"
User:SharabSalam,"['ar-5', 'en-3']"
User:Luk,"['fr-5', 'de-1', 'en-4']"
User:William2001,"['ko-5', 'ja-4', 'zh-2', 'nl-2']"
User:Optimale,['en-5']
User:ComplexRational,"['es-1', 'it-2', 'en-5']"
User:Chefallen,"['yi-3', 'en-5', 'he-4', 'en-5']"
User:Le Petit Chat,"['fr-5', 'en-2']"
User:Celestinesucess,['en-5']
User:Kku,"['es-1', 'de-5', 'ru-1', 'fr-2', 'en-4']"
User:Ivario,"['lv-5', 'en-4', 'ru-3', 'ltg-2', 'lt-2', 'de-1']"
User:Diepizza,"['sv-2', 'ru-3', 'de-3', 'en-5', 'da-5']"
User:Lennoxfretz,"['fr-5', 'en-5']"
User:Ruhan,"['bn-5', 'bn-5', 'en-4']"
User:Beshogur,"['kk-2', 'nl-5', 'gag-4', 'az-4', 'en-5', 'tk-3', 'tr-5']"
User:DaSupremo,['en-5']
User:S.vecchiato,"['es-1', 'vec-5', 'it-5', 'la-1', 'ru-1', 'de-2', 'fr-3', 'el-1', 'en-3']"
User:AnneSmith1988,"['es-1', 'no-1', 'de-1', 'en-5', 'da-1', 'sv-5']"
User:Perohanych,"['ru-4', 'pl-3', 'uk-5', 'en-3']"
User:Tuanminh01,"['vi-5', 'en-3']"
User:Dhwani123,"['gu-5', 'hi-4', 'en-5']"
User:Cksword,"['ja-3', 'en-5']"
User:CrownedeaglePL,"['ru-2', 'pl-5', 'en-4']"
User:LC1829,"['fr-1', 'en-5']"
User:Telex80,"['uk-2', 'pt-2', 'pl-1', 'ceb-5', 'be-2', 'hr-1', 'de-1', 'en-5', 'ru-2', 'it-2', 'tr-1', 'es-3', 'hy-1', 'he-2', 'fr-2', 'ko-2', 'tl-5']"
User:SonjaSonia,"['fr-5', 'hr-4', 'sr-3', 'sh-3', 'en-5', 'bs-3']"
User:Valbjørg,"['fr-5', 'de-2', 'no-3', 'en-4']"
User:MSG17,"['te-2', 'zh-1', 'hi-1', 'en-5']"
User:Devlet Geray,"['uk-4', 'ru-5', 'crh-5', 'en-3']"
User:Sinucep,"['es-1', 'en-3', 'it-5', 'vec-5']"
User:Duke of Somewhere,"['ru-1', 'ar-1', 'fr-3', 'en-5', 'he-5']"
User:Tuvalevsku,"['he-5', 'en-3']"
User:Gerg2013,"['sv-1', 'mk-3', 'bg-5', 'de-3', 'en-5', 'da-1']"
User:Tohaomg,"['no-1', 'uk-5', 'ru-5', 'de-1', 'be-1', 'en-4']"
User:Anders Kaas Petersen,"['da-5', 'sv-1', 'de-2', 'en-3']"
User:SaladH,"['zh-5', 'en-5']"
User:Michael junior obregon pozo,"['qu-1', 'es-5', 'en-3']"
User:EnchanterLee,"['fr-1', 'zh-5', 'en-3']"
User:Naypta,"['en-5', 'es-3']"
User:Mehrac-2079,"['pt-2', 'es-2', 'az-5', 'ru-5', 'it-4', 'en-4', 'tr-5']"
User:Paradoxsociety,"['fr-2', 'es-1', 'da-1', 'en-5']"
User:TrimbitasSorin,"['ro-5', 'en-3']"
User:NicoURG,"['es-5', 'en-3']"
User:Bact,"['th-5', 'en-2']"
User:Stoni,"['it-1', 'pt-3', 'he-1', 'gl-5', 'es-5', 'en-4', 'fr-1']"
User:Shyam peelery,"['la-1', 'ml-5', 'hi-2', 'uk-1', 'en-3']"
User:Tibetologist,"['fr-2', 'ja-1', 'de-3', 'en-5']"
User:AmazingPootisman,"['en-2', 'tr-5']"
User:Scuraball,"['it-5', 'de-1', 'en-4']"
User:Saarik,"['ko-0', 'es-1', 'sv-2', 'se-0', 'et-1', 'de-2', 'en-5', 'fi-5']"
User:Camelia.boban,"['it-4', 'en-2', 'ro-5', 'fr-1']"
User:NatriumGedrogt,"['af-1', 'es-1', 'nl-5', 'de-1', 'fy-2', 'en-3']"
User:Melroross,"['sv-1', 'af-1', 'it-3', 'rm-1', 'no-1', 'de-3', 'en-5', 'vec-1', 'nl-1', 'pt-5', 'fr-3', 'da-1', 'gl-2', 'ro-1']"
User:TheSkimask,"['fr-5', 'es-2', 'en-3']"
User:Nickispeaki,"['it-0', 'pl-1', 'uk-5', 'ru-5', 'de-1', 'be-1', 'fr-0', 'en-3']"
User:Husain007,"['bn-5', 'hi-1', 'ar-1', 'en-4', 'ur-1']"
User:Wu Shan,"['zh-5', 'en-3']"
User:Flipwared,"['es-5', 'pt-1', 'en-3']"
User:Thomas Meng,"['fr-2', 'zh-5', 'en-4']"
User:Dpalma01,"['it-3', 'pt-3', 'en-5', 'es-5', 'fr-3']"
User:CupcakePerson13,"['fr-2', 'mt-0', 'en-5']"
User:Cukrakalnis,"['pl-1', 'de-1', 'fr-3', 'lt-5', 'en-5']"
User:Error,"['it-1', 'eo-2', 'eu-1', 'es-5', 'ro-2', 'en-3']"
User:Keijuu,"['ja-1', 'en-3']"
User:Tigran Ovanyan,"['ru-4', 'en-2', 'hy-5', 'hyw-1']"
User:Antisocialsciences,"['es-2', 'pl-5', 'it-1', 'en-3']"
User:Goldengamer1,"['de-5', 'fr-2', 'en-4']"
User:Bigbullfrog1996,"['es-1', 'de-3', 'pt-1', 'fr-2', 'zh-5', 'nl-3', 'it-2', 'en-3']"
User:Deryck Chan,"['ja-1', 'de-2', 'en-4', 'el-1', 'zh-4']"
User:Dany1000,"['it-5', 'en-2']"
User:A1,"['uk-5', 'ru-3', 'pl-2', 'en-3']"
User:Achampnator,"['nds-5', 'de-5', 'es-3', 'cs-5', 'en-4', 'ja-3']"
User:Domdeparis,"['fr-5', 'de-1', 'en-5']"
User:Sonsamsunlu,['tr-5']
User:B1mbo,"['fr-1', 'es-5', 'en-2']"
User:Gerald Waldo Luis,"['tl-1', 'id-5', 'lv-1', 'nl-1', 'en-4', 'zh-3', 'simple-5']"
User:Rodney Araujo,"['es-5', 'en-2']"
User:KnowForge9,"['la-2', 'de-2', 'en-5', 'ru-1']"
User:Allamiro,"['es-1', 'en-5', 'ar-5']"
User:Nicodene,"['la-3', 'es-2', 'ru-3', 'ca-2', 'ka-3', 'fr-3', 'en-4', 'it-2']"
User:Thucydides411,"['de-4', 'fr-3', 'en-5']"
User:Joofjoof,"['es-2', 'en-5']"
User:DougHill,['en-5']
User:Druryhunter36,['en-5']
User:Oldboltonian,"['es-1', 'fa-1', 'en-5', 'de-2', 'fr-4', 'it-2']"
User:Madmoons,"['he-1', 'en-5', 'yi-1', 'zh-2']"
User:Enervation,"['es-2', 'en-5']"
User:Fab1442006,"['ms-5', 'ms-5', 'en-4']"
User:Bes-ART,"['sq-5', 'it-5', 'en-3']"
User:Deidonata,"['ru-5', 'zh-1', 'de-3', 'pl-5', 'uk-3', 'en-3']"
User:MasterYoshy,"['he-5', 'de-2', 'en-5']"
User:Mur,"['fi-5', 'sv-2', 'zh-1', 'ru-1', 'ja-1', 'en-3']"
User:Beetricks,"['ko-0', 'sw-1', 'es-2', 'ar-0', 'ja-0', 'en-5']"
User:Myaling,"['fr-1', 'it-5', 'en-3']"
User:Whatever748,"['fr-3', 'hu-5', 'en-5', 'ar-5']"
User:Julio974fr,"['fr-5', 'es-1', 'en-3']"
User:NewManila2000,"['en-2', 'simple-2']"
User:-- -- --,"['de-1', 'en-5', 'he-3', 'yi-5', 'sco-2']"
User:Rawen Ab,"['fr-2', 'ar-5', 'en-4']"
User:NikosLikomitros,"['el-5', 'en-4']"
User:Aiseeyah,['ms-2']
User:Munfarid1,"['es-4', 'de-5', 'ar-1', 'en-5', 'fr-4', 'sw-1']"
User:JeSuiCat,"['el-5', 'ja-3', 'en-5']"
User:RicHard-59,"['en-3', 'fi-5']"
User:CybJubal,['en-5']
User:PepTheVoyager,"['ca-5', 'it-1', 'gl-5', 'es-5', 'en-4']"
User:PLATEL,"['es-1', 'ru-5', 'en-3']"
User:Leejordan9,"['fa-1', 'la-3', 'it-1', 'en-5', 'fr-3', 'en-5', 'de-2', 'el-1']"
User:KakuyasuSIM,"['ja-5', 'en-0']"
User:Lithivm 1025,"['it-0', 'gl-5', 'la-1', 'es-5', 'pt-1', 'fr-2', 'en-4']"
User:Luigi Salvatore Vadacchino,"['eo-1', 'es-4', 'pl-1', 'it-5', 'nap-3', 'vec-2', 'de-1', 'ru-1', 'bg-1', 'en-2', 'fr-3', 'sw-0', 'ro-1', 'scn-5']"
User:Michail Angelos Georgoulas,"['el-5', 'de-2', 'fr-0', 'en-3']"
User:Perseverance96,"['es-1', 'de-4', 'tr-5', 'en-4']"
User:KL052,"['ksh-2', 'it-1', 'de-5', 'fr-2', 'en-3']"
User:MulberryTwine,"['es-3', 'de-1', 'en-5', 'zh-1']"
User:RBolton123,"['fr-1', 'en-5', 'tl-3']"
User:HapHaxion,"['es-1', 'en-5']"
User:Tanzania,"['de-0', 'en-4', 'fr-2', 'sv-5']"
User:TheGoodAndHolyLord,"['fr-3', 'en-5']"
User:Dcapillae,"['es-5', 'en-2']"
User:AridCeption,"['zh-3', 'en-5']"
